label,text
Pos,It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!
Pos,RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple
Pos,@RickySinghPT got a new backside for my eye phone! V impressed with @apple
Pos,Thank you @apple for making my iPad 2 feel like new again with your new iOS 5!
Pos,_ibertaddigital.tv/ iPad a briliant SteveJobs produck http://t.co/00ohfLY6@Apple present... http://t.co/DBbWSDpx
Pos,Using my awsome iPad... I love it. I love my MacBook too and my iPod. It's all amazing! I love @apple
Pos,@apple iOS 5 upgrade done ...... Much better feature..... Few more feature required
Pos,Finally got my iPhone 4S thanks @Apple. Stupid @att. Learned my lesson.
Pos,I absolutely love my iPhone 4S. Thank you Steve and @apple.
Pos,@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s
Pos,dammit listening to siri is making me want to upgrade. well played @apple.
Pos,Video card on @Kimaris workstation died after just six months. So long @hp. Hello @apple.
Pos,@Blackberry & @Facebook U R really about to make me throw this @Blackberry in the trash an get an @Apple iPhone! @Facebook upload issues!
Pos,RT @To1ne: .@apple thanks for fixing this... http://t.co/wTj1ogDO
Pos,.@apple thanks for fixing this... http://t.co/wTj1ogDO
Pos,Hell yes!!! Got my contacts back!!  Thanks @apple
Pos,RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE
Pos,Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!
Pos,@jonsibley Actually the @Apple  mouse is pretty sweet man.
Pos,The #iphone4s is  amazing. Siri's voice recognition is absolutely a step above previous attempts. Bravo @apple
Pos,#iOs5 is nice and as it had to be ! Thanks @Apple
Pos,Good support fm Kevin @apple #Bellevue store 4 biz customers TY!
Pos,Just downloaded IOS 5. It's better than I expected! #thankyou @apple
Pos,Wow I am loving this new @apple update for my touch. #coolness Well done
Pos,@Apple: Siri is amazing!!! I'm in love!
Pos,Love love love iOS 5!! @apple
Neg,RT @cjwallace03: So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. W ...
Neg,RT @Jewelz2611 @mashable @apple iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp..
Neg,THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE
Neg,@apple why my tunes no go on my iPhone? iPhone lonely without them. silly #iOS5
Neg,@apple needs to hurry up and release #iTunesMatch
Neg,Why is  #Siri always down @apple
Neg,I just need to exchange a cord at the apple store why do I have to wait for a genius? @apple
Neg,@apple AirDrop #fail - Immediate declined your request. every time
Neg,RT @radlerc: Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
Neg,Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s
Neg,Asked siri is she dreams of electric sleep. Was disappointed that she didn't have a snippy answer.  Missed opportunity @apple
Neg,@paulens It surprises me that @Apple throws up an error alert about authorizing and there's no Authorize this computer button.
Neg,FUCK YOU @apple DIE IN A FUCKING BLAZE INFERNO.
Neg,@ryanbaldwin @apple So in iTunes I go Store -&gt; Authorise why doesn't it just auto-authorise it when I sign into iTunes? Grrrr...
Neg,Seriously - I have absolutely no offing clue what @Apple means by authorization nor how to do it.
Neg,shit shit shit. IOS5 update ate all my apps data and media just like @apple said it would. This is going to take some time to rebuild.
Neg,. @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!
Neg,Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance
Neg,Dear @apple My new Air is now a notbook since your update killed #wifi #bug #destroying #productivity
Neg,I am so done with @Att and @apple 's profitering and lack of customer service so fucking down with both!!!
Neg,It would be great If @Apple would send my new phone. #frustrated
Neg,@rogerweir no but I have the option of a  replacement iPhone 4s ?Not sure if I want one after having 2 duff iPhones.@O2 @iphone4s @apple
Neg,So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?
Neg,You know @apple It's been almost a week since I paid for iTunes Match I would really like to use it. Any ETA on a fix?
Neg,removing all @apple shit.
Neg,So @PhoenixSwinger 's iPhone 4 is giving her a hella hard time w/ the iOS5 update @apple
Neg,What??? I that sucks hello @apple RT @PhoneDog_Aaron Interesting note - DROID RAZR's battery isn't removable.
Neg,@Apple can't send me an iPhone preordered 1hr after launching but they cans send 5 or 10 to all the jackasses who want to shoot or blend 'em
Neg,Gotta say the @Apple itouch iphone shuffle etc.. sound quality is AWFUL.. painfully crap. Its been a downgrade from @Sony sound quality wise
Neg,@bisquiat @Apple the upgrade just slows down my phone so much it's stuck half the time. uch. thankfully no other damage. sucks for you :(
Neg,@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
Neg,Total chaos at @apple store regent street. Like an Ethiopian feeding station. Can't believe this is same co. that makes all that cool shit.
Neg,@FishMama: If you made a purchase just wait for the @apple survey! hate going b/c of the bad #custserv
Neg,@phxguy88 @Apple @BGR That's why all the ppl who stand in line for hrs to get the newest model are suckers...
Neg,@APPLE Wow @MOTOROLA Just crushed your dreams....
Neg,RT @phxguy88: Oh just fuck you @apple. Already?? ---&gt;  iPhone 5 on schedule for summer launch? http://t.co/Ofh9PTaG via @BGR
Neg,@apple No I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now
Neg,WTF?!?! @apple the new iOS 5 doesn't allow you NOT to get push notifications from newstand? and SIRI just keeps yapping FUCK!
Neg,@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T
Neg,@apple why is my iPhone battery so crappy #fail
Neg,Why doesn't @apple iCloud sync Stickies? They've always been around just nothing every progressed w/ them!! Why apple why?  @gruber
Neg,I hate my @apple computer.  Thats 3500 dollars down the drain.
Neg,@apple my iPhone is charging very slowly!!!!!
Neg,@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem or give me the ipad2
Neg,@apple Wish I could pick month day and YEAR when setting a new calendar item on my iPhone. Why hasn't the new iOS fixed this yet?!
Neg,@Apple iTunes is the worst program ever. For such a great phone you make some awful software.
Neg,@apple $319 to repair my iPad 2 Apple you've lost me and my $700 a year Android here I come!
Neg,@azee1v1 @apple @umber Proper consolidation proper syncing stop losing my PURCHASED items checkboxes that do what you think they will do.
Neg,@AsimRang @apple @umber the desktop app is wack though
Neg,I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm
Neg,Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight
Neg,Dear @apple. I had to turn off all those awesome featured you just enabled. Data plan can't handle it. 200 mb of data just because #
Neg,#DontBeMadAtMeBecause #Android is by far better than @Apple
Neg,@apple is there a problem with iOS 5 that is preventing audio apps and audio functions from operating properly? I keep losing sound.
Neg,@apple #apple One thing I hater about this #mouse the #buttery finish so fast am not #happy now #macworld @macworld http://t.co/5Uh4a4Vt
Neg,Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!
Neg,Wtf @apple 64 pages for the new terms & conditions when u update ur apps from the iTunes store. Do u really think we'll read em? Really???
Neg,fuck u @apple
Neg,why the fuck dose my phone decide its just ganna freeze every time i try to update it so fucking sick of @apple
Neg,. if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
Neg,iMessage doesn't show the time a message was sent annoying @apple
Neg,Like @apple da fuck is this shit?  http://t.co/nb4DHlSg
Neg,RT @CircusTK: I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ...
Neg,Damn it @Apple!! Whatchu done to my phone??
Neg,Samsung seeks iPhone 4S ban in Japan and AustraliaPatent war intensifies with injunction sought against @Apple http://t.co/QmwjTvnk
Neg,@apple #iOS.5 has been nothing but a pain in the ass no room for my music.. Or photos.. Or apps! Can I undo this garbage??
Neg,@apple the reservation system not working shows no products avail let alone iphone 4s I had the site open in 3 browsers at 9 PM and nothing
Neg,@Joelplane @apple I hear you! I've had trouble with my 3 & now 4. I've even turned down brightness. #andshuttingdownrunningprograms #nohelp
Neg,@albertmal88 remember @apple is evil. #icloud entering the #dropbox market
Neg,I know a few others having same issue RT @Joelplane: 9% now on my second full charge of the day. Pissed @Apple
Neg,9% now on my second full charge of the day. Pissed @Apple
Neg,RT @ShayDiddy: @CircusTK @ups @apple both of them are bs!!! How do u tell me go between a certain time ONLY and the muh fuh is closed!
Neg,I'm wit chu!! @ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my time!
Neg,ugh! @apple youre reservation page for the iPhone is NOT working.
Neg,iTunes is @apple's worst product. Worse than the #Newton or the hockey puck mouse. It's utterly painful to use.
Neg,Der iCloud I HATE U  AND I HOPE YOU DIE  YOU ARE THE WORST FUCKING INVENTION IN THE WORLD  FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs
Neg,i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple
Neg,Suddenly lost all address book on @3GS iPhone. And someone was using my @Apple ID. It all fucked up.
Neg,oh.. my iphone is overcapacity huh?! -____-  @Apple won't let me be great!!!
Neg,Issues with updating iTunes on my windows pc - they really are not compatible.... Sent more time talking to @Apple care than using it!!
Neg,@apple u guys are gay
Neg,Restored my iPhone. STILL NO TEXTS. DEAR @APPLE Y NO LOVE Y RESTRICTIONS ON MY SMS?  Y NO TEXTS.... #iOS5 #iOS5atemydingo
Neg,none of my apps work after the new ios from @apple. what do i do?!?
Neg,Seemingly endless loop of calls to @apple @ups @verizonwireless to investigate my missing #iphone4s. #crankywithnophone
Neg,@Wisconsin_Mommy @apple that's terrible!  I hope you get an apology!
Neg,@zombiebomber have been on the phone with @verizonwireless and @apple pretty much ever since then. Really annoyed.
Neg,@chascouponmom @apple I get they are busy w/ the new phone but I just wanted to buy a stylus. they made me wait forever outside & never
Neg,@apple @iphone Please deliver my daughter's i4s she is driving me nuts #iphone
Neg,@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint Sprint blames @apple I just want an honest answer.  #help
Neg,@Apple your service experience is really fucking slipping (except for cute eyelash batting girlies). (@ Apple Store) http://t.co/dOHDEnMg
Neg,@hailfire101 @Irvysan They are... then @apple happened and snatched Siri so they could be douchebags and say 'it's ours!'
Neg,What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration.
Neg,Wow the Genius Bar Reservation Line @Apple is ridic right now - ___- I am not amused. #ugh
Neg,Where is my iPhone!?!?!?!@apple
Neg,@apple battery life suck on iOS 5
Neg,An apple update has seemed to render my work machine incapable of opening HDV video. Thanks @Apple. Zero useful productivity today.
Neg,@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?
Neg,Hey @apple why can't I share a reminder list from my iPhone?Also why can't I login to the iCloud webpage to modify sharing from my phone?
Neg,Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade
Neg,GAH. @apple iOS 5 opens text messages painfully slow on top of 3 restore attempts 2 succeed. Early adopterness gets better of me.
Neg,Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread
Neg,As a huge podcast fan - I really feel like @Apple dropped the ball on this one. http://t.co/wvzPrbCI via @Carrypad
Neg,I don't really like Siri's voice. Perhaps @apple can get Star Wars voices just like @garmin http://t.co/pSUJg9pN
Neg,@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks. in NZ?
Neg,I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks.
Neg,You can make photo albums in the Photos app with iOS 5 but can't password protect them? Um... @apple fix that. Quickly.
Neg,Anyone else seeing missing signal bars on their #iPhone 3GS with an upgrade to #iOS5? cc/ @applecanada @apple @forstall
Neg,RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better.
Neg,@apple If you want to know what customers think dont send updates with the noreply return address. Who invented that anyway. #useless
Neg,Every time I try the voice control on my iPod Touch to send an iMessage it starts playing Who Knew by Pink.  Still not Flawless @Apple
Neg,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL
Neg,RT @ScottDugas: Warning: if iphone apps spontaneously loose data it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...
Neg,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx
Neg,Waiting for items to copy in Itunes after everything DID copy goes on and on and on.  Come on @Apple what the hell?
Neg,@Apple unhappy again with service/product quality. Won't buy @Apple again.
Neg,Lies @apple. the battery on this new iPhone4S is definitely not any better.
Neg,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment
Neg,For being the inventor of the computer mouse  Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?
Neg,@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain genius bar wants to replace the battery. Really?
Neg,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail
Neg,@PrJusto Don't question the @Apple they will remember your dissent!
Neg,@apple: Multiple times siri is having trouble connecting to the network.  Siri needs servers (and some exercise!)
Neg,So my iMessage still isn't working! @apple
Neg,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...
Neg,dear @apple why you gotta go change the way &lt;input type=number&gt; is handled out of the blue?
Neg,Ugh. WTF is up with all the bottlenecks @paypal @apple?
Neg,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
Neg,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?
Neg,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious
Neg,@Apple - #Siri is not working due to network problem? Seriously? Can you fix this? #iPhone4s #Fail
Neg,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
Neg,Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said I can't actually help u just direct u back to the web
Neg,What's wrong with Siri today @apple
Neg,@Apple Siri is down!
Neg,I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.
Neg,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.
Neg,Ok this @Apple software update for the #iphone is taking waaaaay too long!#annoyed
Neg,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO
Neg,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it
Neg,@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( #itjustworks
Neg,@samsung @apple you do realise you're just really pissing off the customer base AS WELL AS looking petty.
Neg,@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL
Neg,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.
Neg,I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple
Neg,Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon
Neg,@apple your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!
Neg,#appleupdates2 success stories- iPhone & iPad 2.Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time @apple#Replaceit!
Neg,Thanks to a 90 minute wait on hold half an hour actually talking to someone the @Apple tech decides to send me an email to fix my phone
Neg,but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz
Neg,My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!
Neg,Pondering the iOS update... From the sounds of @MikeFerri's difficulties I may just hold off :/ @Apple FIX IT!
Neg,@twalve @apple you know the issues they have with DST and alarms :p
Neg,Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing
Neg,Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.
Neg,@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.
Neg,what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles
Neg,#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(@apple sux without steve
Neg,It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5
Neg,@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.
Neg,Overall I am a fan of the iPhone 4S; however my Siri has issues connecting to the network @Apple
Neg,Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?
Neg,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made
Neg,Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple
Neg,Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!
Neg,@Apple #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.
Neg,Sorry @apple but #iMessage will never be what #BBM is. Disappointed.
Neg,Iphone 4s siri doesn't work for shit @apple
Neg,i officially HATE @apple... fix your damn itunes.
Neg,Dear @apple your staff at the Little Rock store answered my first 3 questions with I don't know. they weren't hard questions.
Neg,@semilshah yeah except that when you ask for a receipt it takes them 30 minutes to figure out where it printed out. Fix that @Apple!
Neg,RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order you piece of shit
Neg,Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.
Neg,@Apple can suck my dick gotta restore my ipad #annoyed
Neg,The line at the @apple is just STUPID
Neg,Is it too much to ask which app is incompatible @apple? http://t.co/yKqip7nk
Neg,Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often
Neg,@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!
Neg,hey @apple do you wanna fix my fucking playlist order you piece of shit
Neg,Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
Neg,RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.
Neg,not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help
Neg,@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.
Neg,@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
Neg,@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)
Neg,I hate you @apple for not sending Toledooh @bestbuy any @iPhone for @verizon even after I pre ordered!!!
